,freq_items,frequency
766,'267'  '296'  '329'  '411'  '722',185
767,'267'  '296'  '329'  '722',194
768,'267'  '296'  '440'  '722',189
769,'267'  '296'  '329'  '440'  '722',185
770,'267'  '296'  '411'  '440'  '722',180
771,'267'  '296'  '329'  '411'  '440'  '722',176
772,'267'  '329'  '411'  '440'  '722',185
773,'267'  '329'  '440'  '722',194
774,'209'  '267'  '296'  '440'  '722',184
775,'209'  '267'  '296'  '329'  '440'  '722',181
776,'209'  '267'  '329'  '440'  '722',186
777,'209'  '267'  '296'  '411'  '440'  '722',175
778,'209'  '267'  '296'  '329'  '411'  '440'  '722',172
779,'209'  '267'  '329'  '411'  '440'  '722',177
780,'209'  '267'  '296'  '411'  '722',183
781,'209'  '267'  '296'  '329'  '411'  '722',180
782,'209'  '267'  '329'  '411'  '722',186
783,'209'  '267'  '296'  '722',192
784,'209'  '267'  '296'  '329'  '722',189
785,'209'  '267'  '329'  '722',195
786,'267'  '411'  '722',199
787,'267'  '329'  '411'  '722',195
788,'267'  '329'  '722',204
789,'267'  '296'  '329'  '411'  '440',181
790,'209'  '267'  '296'  '329'  '411'  '440',177
791,'209'  '267'  '296'  '411'  '440',182
792,'267'  '296'  '329'  '411',190
793,'209'  '267'  '296'  '411',190
794,'209'  '267'  '296'  '329'  '411',185
795,'267'  '296'  '329'  '440',194
796,'209'  '267'  '296'  '329'  '440',190
797,'209'  '267'  '296'  '440',195
798,'209'  '267'  '296',203
799,'267'  '296'  '329',203
800,'209'  '267'  '296'  '329',198
801,'267'  '411'  '440',200
802,'267'  '329'  '411'  '440',194
803,'209'  '267'  '411'  '440',191
804,'209'  '267'  '329'  '411'  '440',186
805,'209'  '267'  '329'  '411',195
806,'267'  '329'  '411',204
807,'209'  '267',213
808,'209'  '267'  '329',208
809,'209'  '267'  '440',204
810,'209'  '267'  '329'  '440',199
811,'267'  '329'  '440',207
812,'267'  '329',217
813,'313'  '390'  '692',154
814,'313'  '390'  '692'  '829',151
815,'313'  '692'  '829',157
816,'313'  '390',164
817,'313'  '390'  '829',157
818,'313'  '829',167
819,'144'  '439'  '815'  '900',104
820,'144'  '439'  '523'  '900',104
821,'144'  '439'  '523'  '815'  '900',100
822,'144'  '439'  '66'  '815'  '900',100
823,'144'  '439'  '523'  '66'  '900',101
824,'144'  '439'  '523'  '815',103
825,'144'  '439'  '523'  '66'  '815',100
826,'144'  '439'  '66'  '815',104
827,'144'  '439'  '523',110
828,'144'  '439'  '523'  '66',107
829,'144'  '439'  '66',111
830,'439'  '815'  '900',115
831,'439'  '66'  '815'  '900',111
832,'439'  '523'  '815'  '900',110
833,'439'  '523'  '66'  '815'  '900',107
834,'439'  '523'  '66'  '900',112
835,'439'  '66'  '900',116
836,'439'  '523'  '815',113
837,'439'  '523'  '66'  '815',110
838,'439'  '66'  '815',115
839,'439'  '66',123
840,'439'  '523'  '66',118
841,'439'  '523',127
842,'86' ,229
843,'338'  '735',104
844,'338'  '385',105
845,'21'  '338',105
846,'210'  '338',105
847,'125'  '130'  '698',203
848,'125'  '130'  '698'  '839',195
849,'125'  '698'  '839',204
850,'130'  '698',223
851,'130'  '698'  '839',213
852,'698'  '839',224
853,'120'  '655'  '680',136
854,'120'  '655'  '680'  '828',128
855,'655'  '680'  '828',138
856,'680'  '828',157
857,'120'  '680'  '828',145
858,'120'  '680',158
859,'179'  '265'  '37'  '377'  '415'  '68',187
860,'113'  '179'  '265'  '37'  '377'  '415'  '68',183
861,'179'  '265'  '37'  '377'  '411'  '415'  '68',182
862,'113'  '179'  '265'  '37'  '377'  '411'  '415'  '68',178
863,'113'  '179'  '265'  '37'  '377'  '411'  '415',183
864,'113'  '179'  '265'  '37'  '377'  '415',189
865,'179'  '265'  '37'  '411'  '415',194
866,'113'  '179'  '265'  '37'  '411'  '415',190
867,'179'  '265'  '37'  '411'  '415'  '68',189
868,'113'  '179'  '265'  '37'  '411'  '415'  '68',185
869,'113'  '179'  '265'  '37'  '415'  '68',190
870,'113'  '179'  '265'  '37'  '415',196
871,'179'  '265'  '377'  '411'  '415',196
872,'113'  '179'  '265'  '377'  '411'  '415',192
873,'179'  '265'  '377'  '411'  '415'  '68',191
874,'113'  '179'  '265'  '377'  '411'  '415'  '68',187
875,'113'  '179'  '265'  '377'  '415'  '68',192
876,'113'  '179'  '265'  '377'  '415',198
877,'179'  '265'  '415'  '68',203
878,'113'  '179'  '265'  '415'  '68',199
879,'179'  '265'  '411'  '415'  '68',198
880,'113'  '179'  '265'  '411'  '415'  '68',194
881,'113'  '179'  '265'  '411'  '415',199
882,'113'  '179'  '265'  '415',205
883,'179'  '265'  '37'  '377'  '411',196
884,'113'  '179'  '265'  '37'  '377'  '411',192
885,'113'  '179'  '265'  '37'  '377',198
886,'179'  '265'  '37'  '377'  '411'  '68',190
887,'113'  '179'  '265'  '37'  '377'  '411'  '68',186
888,'113'  '179'  '265'  '37'  '377'  '68',191
889,'179'  '265'  '37'  '411'  '68',197
890,'113'  '179'  '265'  '37'  '411'  '68',193
891,'113'  '179'  '265'  '37'  '68',198
892,'179'  '265'  '37'  '411',204
893,'113'  '179'  '265'  '37'  '411',200
894,'113'  '179'  '265'  '37',206
895,'179'  '265'  '411'  '68',208
896,'113'  '179'  '265'  '411'  '68',204
897,'113'  '179'  '265'  '68',209
898,'179'  '265'  '377'  '411'  '68',201
899,'113'  '179'  '265'  '377'  '411'  '68',197
900,'113'  '179'  '265'  '377'  '68',202
901,'179'  '265'  '377'  '411',207
902,'113'  '179'  '265'  '377'  '411',203
903,'113'  '179'  '265'  '377',209
904,'179'  '265'  '411',215
905,'113'  '179'  '265'  '411',211
906,'113'  '179'  '265',217
907,'179'  '37'  '377'  '411'  '415'  '68',195
908,'113'  '179'  '37'  '377'  '411'  '415'  '68',191
909,'113'  '179'  '37'  '377'  '411'  '415',196
910,'179'  '37'  '377'  '415'  '68',201
911,'113'  '179'  '37'  '377'  '415'  '68',197
912,'113'  '179'  '37'  '377'  '415',203
913,'179'  '37'  '411'  '415'  '68',202
914,'113'  '179'  '37'  '411'  '415'  '68',198
915,'113'  '179'  '37'  '411'  '415',203
916,'179'  '37'  '415'  '68',208
917,'113'  '179'  '37'  '415'  '68',204
918,'113'  '179'  '37'  '415',210
919,'179'  '377'  '415'  '68',210
920,'113'  '179'  '377'  '415'  '68',206
921,'113'  '179'  '377'  '415',212
922,'179'  '377'  '411'  '415'  '68',204
923,'113'  '179'  '377'  '411'  '415'  '68',200
924,'113'  '179'  '377'  '411'  '415',205
925,'179'  '411'  '415'  '68',211
926,'113'  '179'  '411'  '415'  '68',207
927,'113'  '179'  '411'  '415',212
928,'179'  '415'  '68',217
929,'113'  '179'  '415'  '68',213
930,'113'  '179'  '415',219
931,'179'  '37'  '411'  '68',212
932,'113'  '179'  '37'  '411'  '68',207
933,'113'  '179'  '37'  '68',213
934,'179'  '37'  '377'  '68',211
935,'113'  '179'  '37'  '377'  '68',206
936,'179'  '37'  '377'  '411'  '68',205
937,'113'  '179'  '37'  '377'  '411'  '68',200
938,'113'  '179'  '37'  '377'  '411',206
939,'113'  '179'  '37'  '377',213
940,'179'  '37'  '411',219
941,'113'  '179'  '37'  '411',214
942,'113'  '179'  '37',221
943,'179'  '377'  '411',222
944,'113'  '179'  '377'  '411',217
945,'113'  '179'  '377',224
946,'179'  '377'  '411'  '68',216
947,'113'  '179'  '377'  '411'  '68',211
948,'113'  '179'  '377'  '68',217
949,'179'  '411'  '68',223
950,'113'  '179'  '411'  '68',218
951,'113'  '179'  '68',224
952,'179'  '411',230
953,'113'  '179'  '411',225
954,'113'  '179',232
955,'592' ,239
956,'575' ,240
957,'350'  '43'  '556'  '815',174
958,'196'  '350'  '556'  '815',174
959,'196'  '350'  '43'  '556'  '815',166
960,'43'  '556'  '815',184
961,'196'  '43'  '556'  '815',176
962,'196'  '556'  '815',185
963,'196'  '350'  '556',184
964,'196'  '350'  '43'  '556',175
965,'196'  '43'  '556',185
966,'350'  '556',198
967,'350'  '43'  '556',186
968,'43'  '556',200
969,'387'  '915',138
970,'38'  '387'  '915',121
971,'38'  '915',143
972,'670'  '774',226
973,'558'  '670'  '774',214
974,'558'  '670',231
975,'757'  '978',211
976,'757'  '970'  '978',195
977,'757'  '970',215
978,'205'  '306',125
979,'205'  '306'  '593',113
980,'306'  '593',127
981,'401'  '679'  '897',181
982,'401'  '571'  '679'  '897',167
983,'401'  '571'  '679',183
984,'679'  '897',204
985,'571'  '679',204
986,'571'  '679'  '897',186
987,'138'  '486',222
988,'138'  '307'  '486',213
989,'138'  '307',224
990,'303'  '554'  '96',112
991,'258'  '303'  '554'  '96',109
992,'303'  '554'  '96'  '998',109
993,'258'  '303'  '554'  '998',109
994,'258'  '303'  '554'  '96'  '998',106
995,'258'  '303'  '554',114
996,'303'  '96'  '998',117
997,'258'  '303'  '96'  '998',114
998,'258'  '303'  '96',118
999,'303'  '998',124
1000,'258'  '303'  '998',118
1001,'258'  '303',127
1002,'444'  '568'  '57'  '694',162
1003,'444'  '568'  '57'  '598'  '694',159
1004,'444'  '568'  '598'  '694',165
1005,'444'  '568'  '57',170
1006,'444'  '568'  '57'  '598',167
1007,'444'  '568'  '598',176
1008,'444'  '57'  '694',240
1009,'444'  '57'  '598'  '694',236
1010,'444'  '598'  '694',243
1011,'444'  '57',248
1012,'444'  '57'  '598',244
1013,'444'  '598',256
1014,'317'  '640'  '865',125
1015,'143'  '317'  '640'  '865',117
1016,'143'  '317'  '865',127
1017,'143'  '317',142
1018,'143'  '317'  '640',129
1019,'317'  '640',200
1020,'758'  '866'  '895',250
1021,'400'  '758'  '866'  '895',247
1022,'400'  '866'  '895',254
1023,'758'  '866',258
1024,'400'  '758'  '866',255
1025,'400'  '866',263
1026,'173'  '596'  '630'  '649'  '919',172
1027,'173'  '596'  '630'  '649'  '809'  '919',168
1028,'596'  '630'  '649'  '809'  '919',173
1029,'596'  '649'  '809'  '919',181
1030,'173'  '596'  '649'  '809'  '919',176
1031,'173'  '596'  '649'  '919',182
1032,'596'  '630'  '809'  '919',188
1033,'173'  '596'  '630'  '809'  '919',181
1034,'173'  '596'  '809'  '919',189
1035,'596'  '630'  '919',197
1036,'173'  '596'  '630'  '919',188
1037,'173'  '596'  '919',198
1038,'596'  '630'  '649'  '789'  '809'  '919',163
1039,'173'  '596'  '630'  '649'  '789'  '919',163
1040,'173'  '596'  '630'  '649'  '789'  '809'  '919',159
1041,'596'  '649'  '789'  '809'  '919',169
1042,'173'  '596'  '649'  '789'  '809'  '919',165
1043,'173'  '596'  '649'  '789'  '919',170
1044,'596'  '630'  '649'  '789'  '809',172
1045,'173'  '596'  '630'  '649'  '789',172
1046,'173'  '596'  '630'  '649'  '789'  '809',167
1047,'596'  '649'  '789'  '809',179
1048,'173'  '596'  '649'  '789'  '809',174
1049,'173'  '596'  '649'  '789',180
1050,'173'  '596'  '789'  '809'  '919',178
1051,'596'  '630'  '789'  '809'  '919',178
1052,'173'  '596'  '630'  '789'  '809'  '919',172
1053,'173'  '596'  '789'  '919',185
1054,'173'  '596'  '630'  '789'  '919',178
1055,'596'  '630'  '789'  '919',186
1056,'173'  '596'  '789'  '809',189
1057,'596'  '630'  '789'  '809',189
1058,'173'  '596'  '630'  '789'  '809',182
1059,'173'  '596'  '789',197
1060,'173'  '596'  '630'  '789',189
1061,'596'  '630'  '789',199
1062,'173'  '596'  '630'  '649',184
1063,'173'  '596'  '630'  '649'  '809',179
1064,'596'  '630'  '649'  '809',185
1065,'596'  '630'  '809',202
1066,'173'  '596'  '630',202
1067,'173'  '596'  '630'  '809',194
1068,'596'  '649'  '809',229
1069,'173'  '596'  '649'  '809',221
1070,'173'  '596'  '649',231
1071,'596'  '809',249
1072,'173'  '596'  '809',238
1073,'173'  '596',252
1074,'370'  '923'  '932'  '977',217
1075,'370'  '797'  '932'  '977',217
1076,'370'  '797'  '923'  '932'  '977',209
1077,'370'  '923'  '932'  '947'  '977',200
1078,'370'  '797'  '932'  '947'  '977',200
1079,'370'  '797'  '923'  '932'  '947'  '977',193
1080,'923'  '932'  '947'  '977',215
1081,'797'  '923'  '932'  '947'  '977',206
1082,'797'  '932'  '947'  '977',216
1083,'923'  '932'  '977',232
1084,'797'  '923'  '932'  '977',222
1085,'797'  '932'  '977',233
1086,'370'  '923'  '947'  '977',214
1087,'370'  '797'  '923'  '947'  '977',206
1088,'370'  '797'  '947'  '977',216
1089,'370'  '923'  '977',232
1090,'370'  '797'  '923'  '977',223
1091,'370'  '797'  '977',235
1092,'923'  '947'  '977',233
1093,'797'  '923'  '947'  '977',222
1094,'797'  '947'  '977',235
1095,'923'  '977',251
1096,'797'  '923'  '977',239
1097,'797'  '977',254
1098,'331'  '639'  '992',123
1099,'331'  '335'  '639'  '992',123
1100,'331'  '639'  '720',123
1101,'331'  '639'  '720'  '992',121
1102,'331'  '335'  '639'  '720',123
1103,'331'  '335'  '639'  '720'  '992',121
1104,'331'  '335'  '639',125
1105,'331'  '992',126
1106,'331'  '720'  '992',123
1107,'331'  '335'  '992',125
1108,'331'  '335'  '720'  '992',123
1109,'331'  '509'  '639',123
1110,'331'  '509'  '639'  '992',122
1111,'331'  '335'  '509'  '639',123
1112,'331'  '335'  '509'  '639'  '992',122
1113,'331'  '509'  '639'  '720',121
1114,'331'  '509'  '639'  '720'  '992',120
1115,'331'  '335'  '509'  '639'  '720',121
1116,'331'  '335'  '509'  '639'  '720'  '992',120
1117,'331'  '509'  '720'  '992',122
1118,'331'  '335'  '509'  '720'  '992',122
1119,'331'  '335'  '509'  '720',123
1120,'331'  '509'  '992',124
1121,'331'  '335'  '509'  '992',124
1122,'331'  '335'  '509',125
1123,'331'  '335',128
1124,'331'  '720',128
1125,'331'  '335'  '720',125
1126,'308'  '331',133
1127,'554'  '659'  '81',254
1128,'554'  '797'  '81',254
1129,'554'  '659'  '797'  '81',247
1130,'554'  '718'  '81',253
1131,'554'  '718'  '797'  '81',246
1132,'554'  '659'  '718'  '81',246
1133,'659'  '718'  '797'  '81',246
1134,'554'  '659'  '718'  '797'  '81',239
1135,'718'  '797'  '81',254
1136,'659'  '81',262
1137,'659'  '797'  '81',255
1138,'797'  '81',263
1139,'825'  '845'  '997',101
1140,'692'  '845'  '997',104
1141,'315'  '692'  '845'  '997',102
1142,'315'  '845'  '997',105
1143,'484'  '825'  '997',109
1144,'315'  '484'  '825'  '997',104
1145,'484'  '692'  '825'  '997',104
1146,'315'  '484'  '692'  '825'  '997',101
1147,'315'  '484'  '692'  '997',106
1148,'315'  '484'  '997',110
1149,'315'  '825'  '997',112
1150,'315'  '692'  '825'  '997',109
1151,'692'  '825'  '997',113
1152,'315'  '997',119
1153,'315'  '692'  '997',114
1154,'692'  '997',183
1155,'206'  '742',109
1156,'206'  '32',115
1157,'162'  '206'  '851',116
1158,'162'  '206'  '591'  '851',113
1159,'162'  '206'  '289'  '851',108
1160,'162'  '206'  '289'  '591'  '851',105
1161,'206'  '289'  '591'  '851',111
1162,'206'  '591'  '851',120
1163,'206'  '289'  '480'  '851',104
1164,'206'  '289'  '480'  '591'  '851',101
1165,'162'  '206'  '480'  '851',104
1166,'162'  '206'  '480'  '591'  '851',102
1167,'206'  '480'  '591'  '851',109
1168,'162'  '206'  '289'  '480',108
1169,'162'  '206'  '289'  '480'  '591',105
1170,'206'  '289'  '480'  '591',111
1171,'162'  '206'  '480',116
1172,'162'  '206'  '480'  '591',113
1173,'206'  '480'  '591',120
1174,'206'  '289',130
1175,'206'  '289'  '591',124
1176,'162'  '206'  '289',121
1177,'162'  '206'  '289'  '591',117
1178,'162'  '206'  '591',126
1179,'206'  '591',134
1180,'583'  '736'  '799',113
1181,'583'  '736'  '738'  '799',110
1182,'583'  '638'  '736'  '799',107
1183,'583'  '638'  '736'  '738'  '799',105
1184,'583'  '638'  '738'  '799',111
1185,'583'  '738'  '799',117
1186,'638'  '736'  '799',115
1187,'638'  '736'  '738'  '799',112
1188,'736'  '738'  '799',118
1189,'638'  '799',123
1190,'638'  '738'  '799',119
1191,'738'  '799',130
1192,'775'  '799',135
1193,'775'  '799'  '918',124
1194,'799'  '918',137
1195,'779' ,280
1196,'392'  '779',145
1197,'182'  '229'  '276'  '417'  '650',211
1198,'182'  '229'  '276'  '417'  '529'  '650',206
1199,'182'  '276'  '417'  '529'  '650',215
1200,'182'  '229'  '417'  '650',222
1201,'182'  '229'  '417'  '529'  '650',216
1202,'182'  '417'  '529'  '650',225
1203,'229'  '276'  '417'  '650',223
1204,'229'  '276'  '417'  '529'  '650',218
1205,'276'  '417'  '529'  '650',228
1206,'229'  '417'  '650',237
1207,'229'  '417'  '529'  '650',230
1208,'417'  '529'  '650',240
1209,'182'  '229'  '276'  '650',230
1210,'182'  '229'  '276'  '529'  '650',224
1211,'182'  '276'  '529'  '650',236
1212,'229'  '276'  '650',244
1213,'229'  '276'  '529'  '650',238
1214,'276'  '529'  '650',251
1215,'182'  '229'  '650',247
1216,'182'  '229'  '529'  '650',237
1217,'182'  '529'  '650',250
1218,'229'  '650',265
1219,'229'  '529'  '650',253
1220,'529'  '650',267
1221,'1'  '349'  '578'  '8'  '881',134
1222,'349'  '48'  '578'  '8'  '881',134
1223,'1'  '349'  '48'  '578'  '8'  '881',130
1224,'48'  '578'  '8'  '881',140
1225,'1'  '578'  '8'  '881',140
1226,'1'  '48'  '578'  '8'  '881',136
1227,'349'  '48'  '578'  '881',140
1228,'1'  '349'  '48'  '578'  '881',136
1229,'1'  '349'  '578'  '881',141
1230,'48'  '578'  '881',146
1231,'1'  '48'  '578'  '881',142
1232,'1'  '578'  '881',147
1233,'349'  '48'  '8'  '881',140
1234,'1'  '349'  '8'  '881',140
1235,'1'  '349'  '48'  '8'  '881',136
1236,'1'  '8'  '881',146
1237,'48'  '8'  '881',146
1238,'1'  '48'  '8'  '881',142
1239,'1'  '349'  '881',147
1240,'1'  '349'  '48'  '881',142
1241,'1'  '48'  '881',148
1242,'349'  '881',154
1243,'48'  '881',154
1244,'349'  '48'  '881',146
1245,'182'  '276'  '417',238
1246,'182'  '276'  '417'  '529',229
1247,'182'  '229'  '276'  '417',226
1248,'182'  '229'  '276'  '417'  '529',219
1249,'182'  '229'  '417'  '529',230
1250,'182'  '417'  '529',240
1251,'182'  '229'  '276',248
1252,'182'  '229'  '276'  '529',240
1253,'182'  '276'  '529',254
1254,'182'  '229',266
1255,'182'  '229'  '529',254
1256,'182'  '529',269
1257,'165'  '175'  '529'  '71'  '752',113
1258,'165'  '175'  '529'  '71'  '752'  '922',110
1259,'165'  '529'  '71'  '752'  '922',113
1260,'165'  '175'  '71'  '752',119
1261,'165'  '71'  '752'  '922',119
1262,'165'  '175'  '71'  '752'  '922',116
1263,'165'  '175'  '529'  '71'  '752'  '857',106
1264,'165'  '175'  '529'  '71'  '752'  '857'  '922',103
1265,'165'  '529'  '71'  '752'  '857'  '922',106
1266,'165'  '175'  '71'  '752'  '857',111
1267,'165'  '71'  '752'  '857'  '922',111
1268,'165'  '175'  '71'  '752'  '857'  '922',108
1269,'165'  '175'  '529'  '752'  '857',112
1270,'165'  '175'  '529'  '752'  '857'  '922',109
1271,'165'  '529'  '752'  '857'  '922',113
1272,'165'  '175'  '752'  '857',118
1273,'165'  '175'  '752'  '857'  '922',115
1274,'165'  '752'  '857'  '922',119
1275,'165'  '175'  '529'  '752',119
1276,'165'  '175'  '529'  '752'  '922',116
1277,'165'  '529'  '752'  '922',121
1278,'165'  '175'  '752',126
1279,'165'  '175'  '752'  '922',123
1280,'165'  '752'  '922',128
1281,'165'  '529'  '71'  '857'  '922',110
1282,'165'  '175'  '529'  '71'  '857'  '922',107
1283,'165'  '175'  '529'  '71'  '857',111
1284,'165'  '71'  '857'  '922',115
1285,'165'  '175'  '71'  '857'  '922',112
1286,'165'  '175'  '71'  '857',116
1287,'165'  '71'  '922',125
1288,'165'  '175'  '71'  '922',122
1289,'165'  '529'  '71'  '922',119
1290,'165'  '175'  '529'  '71'  '922',116
1291,'165'  '175'  '529'  '71',120
1292,'165'  '175'  '71',126
1293,'165'  '529'  '857'  '922',118
1294,'165'  '175'  '529'  '857'  '922',114
1295,'165'  '175'  '529'  '857',119
1296,'165'  '857'  '922',124
1297,'165'  '175'  '857'  '922',120
1298,'165'  '175'  '857',126
1299,'165'  '529'  '922',129
1300,'165'  '175'  '529'  '922',123
1301,'165'  '175'  '922',130
1302,'165'  '175',137
1303,'165'  '175'  '529',128
1304,'165'  '529',158
1305,'114'  '230'  '844',129
1306,'114'  '230'  '844'  '928',124
1307,'230'  '39'  '844'  '928',123
1308,'114'  '230'  '39'  '844'  '928',119
1309,'114'  '230'  '39'  '844',124
1310,'230'  '844'  '928',130
1311,'230'  '39'  '928',134
1312,'114'  '230'  '39'  '928',130
1313,'114'  '230'  '928',135
1314,'114'  '230',142
1315,'114'  '230'  '39',136
1316,'230'  '39',145
1317,'521'  '627'  '705',270
1318,'28'  '521'  '627'  '705',263
1319,'28'  '521'  '627',272
1320,'239'  '521'  '627'  '705',259
1321,'239'  '28'  '521'  '627'  '705',254
1322,'239'  '28'  '521'  '627',263
1323,'239'  '627'  '705',270
1324,'239'  '28'  '627'  '705',265
1325,'239'  '28'  '627',274
1326,'627'  '705',282
1327,'28'  '627'  '705',275
1328,'28'  '627',284
1329,'120'  '124'  '581',240
1330,'120'  '124'  '581'  '834',232
1331,'120'  '124'  '205'  '581',228
1332,'120'  '124'  '205'  '581'  '834',221
1333,'124'  '205'  '581'  '834',231
1334,'124'  '581'  '834',244
1335,'124'  '205'  '834',244
1336,'120'  '124'  '205'  '834',234
1337,'120'  '124'  '834',245
1338,'124'  '205',258
1339,'120'  '124',258
1340,'120'  '124'  '205',243
1341,'122'  '343'  '390'  '535'  '675',243
1342,'122'  '161'  '343'  '390'  '535'  '675',237
